dis_no,seq,start,end,years,decade,decade_year,category,subcategory,type,subtype,event_name,country,iso,latitude,longitude,region,continent,deaths,affected,deaths_affected,random_x,random_y
1977-0109-BGD,270,1977,1977,0,8,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,260,10461,10721,0.74836993,0.425414344
1977-0130-TZA,655,1977,1977,0,8,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,500,6000,6500,0.835453398,0.957609157
1977-0054-BGD,271,1977,1977,0,8,7,Meteorological,Storm,Storm,Storm,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,600,10000,10600,0.128765493,0.336791761
1977-0094-IND,272,1977,1977,0,8,7,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,500,1000000,1000500,0.808006869,0.755731384
1977-0133-IND,273,1977,1977,0,8,7,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,14204,14469800,14484004,0.824785375,0.619249318
1977-0057-IRN,646,1977,1977,0,8,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,352,400200,400552,0.077669005,0.126566552
1977-0142-IRN,647,1977,1977,0,8,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,589,500,1089,0.462105503,0.854661323
1977-0079-KOR,649,1977,1977,0,8,7,Hydrological,Flood,Flood,Flood,,South Korea,KOR,35.907757,127.766922,Eastern Asia,Asia,297,74000,74297,0.662823069,0.429614754
1977-0040-MOZ,650,1977,1977,0,8,7,Hydrological,Flood,Flood,Flood,,Mozambique,MOZ,-18.665695,35.529562,Eastern Africa,Africa,300,440000,440300,0.353645318,0.787227612
1977-0072-PAK,652,1977,1977,0,8,7,Hydrological,Flood,Flood,Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,848,1022000,1022848,0.266654735,0.247925084
1977-0048-ROU,653,1977,1977,0,8,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Romania,ROU,45.943161,24.96676,Eastern Europe,Europe,1641,386300,387941,0.361765683,0.255624739
1978-0037-MDV,659,1978,1978,0,8,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Maldives,MDV,3.202778,73.22068,Southern Asia,Asia,219,11258,11477,0.031258583,0.687571352
1978-0123-IND,791,1978,1978,0,8,8,Biological,Epidemic,Epidemic,Viral Disease,Encephalitis,India,IND,20.593684,78.96288,Southern Asia,Asia,2000,,2000,0.955124508,0.907890758
1978-0126-PHL,794,1978,1978,0,8,8,Meteorological,Storm,Storm,Tropical Cyclone,Rita (Kading),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,340,1500749,1501089,0.643139748,0.824721605
1978-0121-GMB,700,1978,1978,0,8,8,Biological,Epidemic,Epidemic,Viral Disease,Yellow Fever,Gambia,GMB,13.443182,-15.310139,Western Africa,Africa,200,,200,0.083973813,0.906672762
1978-0051-BGD,276,1978,1978,0,8,8,Meteorological,Storm,Storm,Storm,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,1000,,1000,0.127525566,0.545454012
1978-0055-IND,278,1978,1978,0,8,8,Meteorological,Storm,Storm,Convective Storm,,India,IND,20.593684,78.96288,Southern Asia,Asia,500,1400,1900,0.454010827,0.057566094
1978-0087-IND,657,1978,1978,0,8,8,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,3800,32000000,32003800,0.077215414,0.422568453
1978-0111-IND,658,1978,1978,0,8,8,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,810,,810,0.249177668,0.2335475
1978-0086-PAK,661,1978,1978,0,8,8,Hydrological,Flood,Flood,Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,393,2246000,2246393,0.42762492,0.00262725
1978-0115-IRN,792,1978,1978,0,8,8,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,25000,40000,65000,0.183978558,0.468403176
1978-0133-LKA,793,1978,1978,0,8,8,Meteorological,Storm,Storm,Tropical Cyclone,,Sri Lanka,LKA,7.873054,80.771797,Southern Asia,Asia,740,1005000,1005740,0.416639853,0.098608101
1979-0266-IND,802,1979,1979,0,8,9,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,India,IND,20.593684,78.96288,Southern Asia,Asia,215,,215,0.40759568,0.825206029
1979-0070-DOM,704,1979,1979,0,8,9,Meteorological,Storm,Storm,Tropical Cyclone,David & Frederick,Dominican Republic,DOM,18.735693,-70.162651,Caribbean,Americas,1400,1554000,1555400,0.021451449,0.74110528
1979-0113-COL,701,1979,1979,0,8,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Colombia,COL,4.570868,-74.297333,South America,Americas,579,11042,11621,0.722950022,0.41767949
1979-0020-BFA,702,1979,1979,0,8,9,Biological,Epidemic,Epidemic,Bacterial Disease,,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,241,1612,1853,0.394964033,0.687531304
1979-0003-BRA,703,1979,1979,0,8,9,Hydrological,Flood,Flood,Flood,,Brazil,BRA,-14.235004,-51.92528,South America,Americas,300,1500000,1500300,0.1668579,0.458845556
1979-0066-IDN,795,1979,1979,0,8,9,Geophysical,Earthquake,Earthquake,Tsunami,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,539,23,562,0.48160071,0.772529396
1979-0030-IND,798,1979,1979,0,8,9,Hydrological,Landslide,Landslide,Landslide,,India,IND,20.593684,78.96288,Southern Asia,Asia,230,5000,5230,0.037859896,0.77270923
1979-0051-IND,799,1979,1979,0,8,9,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,594,1605772,1606366,0.697228754,0.784088513
1979-0045-IND,800,1979,1979,0,8,9,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,India,IND,20.593684,78.96288,Southern Asia,Asia,300,,300,0.401295102,0.755984793
